ID,AÑO,EDAD,SEXO,NACIONALIDAD,ESTADO CIVIL,DEPTO_HECHO,MUNIC_HECHO,BARRIO_HECHO,DIR_HECHO,ZONA_HECHO,CONDICION VICTIMA,TIPOVEHICULO,SERVICIO,CLASE ACCIDENTE,Dir_Concatenada,localizacion,punto,lat,long,alt
8204,2011,17.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA  MONICA,AV 6 NORTE CON CALLES  41 Y 40,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6 NORTE CON CALLES  41 Y 40, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4482,2009,30.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 6 NORTE CON CLLE 24,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6 NORTE CON CLLE 24, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
5704,2009,71.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA MONICA,AV 6 NORTE NRO 25 N 09,URBANA,PEATON,,,ATROPELLO,"AV 6 NORTE NRO 25 N 09, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3164,2008,34.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,LA CAMPIÑA,AV 6 NORTECALLE 38,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6 NORTECALLE 38, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4673,2009,24.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 6 OESTE  32-A-25,URBANA,PEATON,,,ATROPELLO,"AV 6 OESTE  32-A-25, Cali, Valle del Cauca","Avenida 6 Oeste, Normandía, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760045, Colombia","(3.45489, -76.54471, 0.0)",3.45489,-76.54471,0.0
7423,2010,35.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,VISTA HERMOSA,AV 6 OESTE  CALLE 34,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 6 OESTE  CALLE 34, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
823,2007,9.0,FEMENINO,COLOMBIA ,SIN INFORMACION,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 6 OESTE # 32-07,URBANA,PEATON,SI,SI,ATROPELLO,"AV 6 OESTE # 32-07, Cali, Valle del Cauca","Avenida 6 Oeste, Normandía, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760045, Colombia","(3.45489, -76.54471, 0.0)",3.45489,-76.54471,0.0
824,2007,13.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 6 OESTE # 32-07,URBANA,PEATON,SI,SI,ATROPELLO,"AV 6 OESTE # 32-07, Cali, Valle del Cauca","Avenida 6 Oeste, Normandía, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760045, Colombia","(3.45489, -76.54471, 0.0)",3.45489,-76.54471,0.0
1971,2008,47.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 6 OESTE · 19A - 141,URBANA,PEATON,,,ATROPELLO,"AV 6 OESTE · 19A - 141, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4703,2009,17.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VILLA DEL MAR,AV 6 OESTE 29-25 OESTE,URBANA,PEATON,,,ATROPELLO,"AV 6 OESTE 29-25 OESTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6365,2010,17.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 6 OESTE CON 28 A,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 6 OESTE CON 28 A, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11388,2012,34.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VILLA DEL MAR,AV 6 OESTE CON CL 29,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 6 OESTE CON CL 29, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
750,2007,28.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VILLA DEL MAR,AV 6 OESTE FRENTE A # 28A - 39,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6 OESTE FRENTE A # 28A - 39, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11404,2012,10.0,MASCULINO,COLOMBIA ,SIN INFORMACION,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 6 OESTE FRENTE AL NO  28B-10,URBANA,PEATÓN,SIN INFORMACION ,,ATROPELLO,"AV 6 OESTE FRENTE AL NO  28B-10, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14444,2014,25.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 6 OESTE FRENTE AL NO 32-15,URBANA,PEATÓN,NO DIGITADO,NO APLICA,ATROPELLO,"AV 6 OESTE FRENTE AL NO 32-15, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
9061,2011,7.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 6 OESTE NRO 14 56,URBANA,PEATÓN,SIN INFORMACIÓN,SIN INFORMACIÓN,ATROPELLO,"AV 6 OESTE NRO 14 56, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
7736,2010,60.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 6 OESTE NRO 29 -  05,URBANA,PEATON,SIN DATO,NO APLICA,ATROPELLO,"AV 6 OESTE NRO 29 -  05, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4601,2009,28.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 6 OESTE NRO 44 65,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6 OESTE NRO 44 65, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
5185,2009,37.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA MONICA,AV 6° CLLE 29,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6° CLLE 29, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
9578,2011,60.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV 6° CON 18,URBANA,CONDUCTOR,AUTOMÓVIL (INCLUYE TAXIS),PÚBLICO,CHOQUE CON OTRO VEHÍCULO,"AV 6° CON 18, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
8991,2011,17.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 6° OESTE   CLLE 29 OESTE,URBANA,PASAJERO,BUS,PÚBLICO,CHOQUE CON OTRO VEHÍCULO,"AV 6° OESTE   CLLE 29 OESTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13075,2013,20.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,CHIPICHAPE,AV 6A,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE ,"AV 6A, Cali, Valle del Cauca","Avenida 6A, La Campiña, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760050, Colombia","(3.4802479, -76.5261624, 0.0)",3.4802479,-76.5261624,0.0
3389,2008,22.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 6A CLL 28,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6A CLL 28, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
69,2007,39.0,FEMENINO,COLOMBIA ,SEPARADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV 6A CON 21,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6A CON 21, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
109,2007,32.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 6A ENTRE CLL 22AN,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6A ENTRE CLL 22AN, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
9579,2011,52.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 6A NTE CALLE 23,URBANA,CONDUCTOR,AUTOMÓVIL (INCLUYE TAXIS),PÚBLICO,CHOQUE CON OTRO VEHÍCULO,"AV 6A NTE CALLE 23, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
307,2007,25.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,EL BOSQUE,AV 6AN  CON 36,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6AN  CON 36, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2826,2008,32.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV 6AN CALLE 35 N,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6AN CALLE 35 N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3386,2008,22.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 6AN CLL 28,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6AN CLL 28, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
9277,2011,60.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 6BN 25 AN 51,URBANA,PEATÓN,SIN INFORMACIÓN,SIN INFORMACIÓN,ATROPELLO,"AV 6BN 25 AN 51, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
8355,2011,62.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,LA CAMPIÑA,AV 6D N° 36N - 18,URBANA,PEATÓN,SIN INFORMACIÓN,SIN INFORMACIÓN,ATROPELLO,"AV 6D N° 36N - 18, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1109,2007,22.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,LA CAMPIÑA,AV 6N  49N-42,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6N  49N-42, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4461,2009,26.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 6N  CALLE 44,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6N  CALLE 44, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4370,2009,51.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,CHIPICHAPE,AV 6N  CON CL 34,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6N  CON CL 34, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10178,2011,43.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,SAN VICENTE,AV 6N 28 N 83,URBANA,PASAJERO,AUTOMÓVIL (INCLUYE TAXIS),PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6N 28 N 83, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12098,2012,48.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA MONICA,AV 6N CALLE 18,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 6N CALLE 18, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13242,2013,31.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 6N CALLE 23,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6N CALLE 23, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3680,2008,62.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 6N CALLE 30,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6N CALLE 30, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11400,2012,42.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SAN MARINO,AV 6N CALLE 30,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 6N CALLE 30, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12245,2012,42.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,CHIPICHAPE,AV 6N CALLE 38,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 6N CALLE 38, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12998,2013,37.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 6N CALLE 52,URBANA,PASAJERO,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6N CALLE 52, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12232,2012,74.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,MENGA,AV 6N CALLE 64,URBANA,PEATÓN,SIN INFORMACION ,,ATROPELLO,"AV 6N CALLE 64, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1975,2008,32.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,MENGA,AV 6N CALLE 70,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6N CALLE 70, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
146,2007,26.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 6N CLL 25,URBANA,PEATON,SI,SI,ATROPELLO,"AV 6N CLL 25, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10744,2012,34.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,LA FLORA,AV 6N CON 43 N,URBANA,CONDUCTOR,AUTOMOVIL ,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 6N CON 43 N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4151,2009,21.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA MONICA,AV 6N CON CALLE 40,URBANA,CONDUCTOR,CAMPERO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6N CON CALLE 40, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11333,2012,52.0,MASCULINO,COLOMBIA ,SEPARADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,CHIPICHAPE,AV 6N CON CALLE 50,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 6N CON CALLE 50, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1146,2007,26.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,LA FLORA,AV 6N CON CALLE 52,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6N CON CALLE 52, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13975,2013,38.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA MONICA,AV 6N CON CL  38N,URBANA,PASAJERO,MOTOCICLETA,PARTICULAR,CHOQUE ,"AV 6N CON CL  38N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
8297,2011,21.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,LA CAMPIÑA,AV 6NORTE CALLE 36,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6NORTE CALLE 36, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6158,2010,38.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA MONICA,AV 7 CALLE 26 N,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 7 CALLE 26 N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2237,2008,47.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 7 CALLE 53 A,URBANA,PASAJERO,BUSETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 7 CALLE 53 A, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
5223,2009,8.0,FEMENINO,COLOMBIA ,SIN INFORMACION,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 7 D NRO 19 15,URBANA,PEATON,,,ATROPELLO,"AV 7 D NRO 19 15, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3080,2008,20.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,LA CAMPIÑA,AV 7 N  CRA 47,URBANA,PASAJERO,AUTOMÓVIL (INCLUYE TAXIS),PÚBLICO,CHOQUE CON OTRO VEHÍCULO,"AV 7 N  CRA 47, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2239,2008,32.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 7 NORTE CALLE 53,URBANA,PASAJERO,BUSETA,ESCOLAR,VOLCAMIENTO,"AV 7 NORTE CALLE 53, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2811,2008,37.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 7 OESTE CON CL 23,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 7 OESTE CON CL 23, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
5252,2009,26.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,PORTADA AL MAR,AV 7 OESTE CON CL 4,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 7 OESTE CON CL 4, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3081,2008,18.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 7A NRO 47 28,URBANA,PASAJERO,AUTOMÓVIL (INCLUYE TAXIS),PÚBLICO,CHOQUE CON OTRO VEHÍCULO,"AV 7A NRO 47 28, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4276,2009,58.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV 8  CON CALLE  17N,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 8  CON CALLE  17N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
7810,2010,2.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 8 30 B 32,URBANA,PEATON,SIN DATO,NO APLICA,ATROPELLO,"AV 8 30 B 32, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
493,2007,26.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,EL BOSQUE,AV 8 CON C 49,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 8 CON C 49, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14071,2013,24.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV 8 CON CALLE 16 N,URBANA,PASAJERO,MOTOCICLETA,PARTICULAR,CHOQUE ,"AV 8 CON CALLE 16 N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4404,2009,27.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,CENTENARIO,AV 8 CON CALLE 22,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 8 CON CALLE 22, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
714,2007,29.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 8 CON CALLE 28,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 8 CON CALLE 28, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11732,2012,29.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV 8 N CALLE 12,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 8 N CALLE 12, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14043,2013,22.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV 8 N CALLE 16N,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE ,"AV 8 N CALLE 16N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11756,2012,23.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV 8 N CALLE 17AN,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 8 N CALLE 17AN, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6594,2010,51.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 8 N NRO 21 33,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 8 N NRO 21 33, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
