ID,AÑO,EDAD,SEXO,NACIONALIDAD,ESTADO CIVIL,DEPTO_HECHO,MUNIC_HECHO,BARRIO_HECHO,DIR_HECHO,ZONA_HECHO,CONDICION VICTIMA,TIPOVEHICULO,SERVICIO,CLASE ACCIDENTE,Dir_Concatenada,localizacion,punto,lat,long,alt
1660,2007,42.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,EL REFUGIO,AUTOPISTA SUR ORIENTAL CON CARRERA 56,URBANA,CONDUCTOR,BICICLETA,OFICIAL,CHOQUE CON OTRO VEHÍCULO,"AUTOPISTA SUR ORIENTAL CON CARRERA 56, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10997,2012,28.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SANTODOMINGO,AUTOPISTA SUR ORIENTAL CON K 44,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AUTOPISTA SUR ORIENTAL CON K 44, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2415,2008,27.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,20 DE JULIO,AUTOPISTA SURORIENTAL,URBANA,PASAJERO,BUS,PÚBLICO,CAÍDA DEL OCUPANTE,"AUTOPISTA SURORIENTAL, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6123,2010,38.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,NUEVA FLORESTA,AUTOPISTA SURORIENTAL C 53,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AUTOPISTA SURORIENTAL C 53, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13441,2013,33.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,OLIMPICO,AUTOPISTA SURORIENTAL CARRERA 39,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AUTOPISTA SURORIENTAL CARRERA 39, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10120,2011,28.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AUTOPISTA SURORIENTAL CON  34,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AUTOPISTA SURORIENTAL CON  34, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
231,2007,49.0,MASCULINO,COLOMBIA ,SEPARADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,COLSEGUROS,AUTOPISTA SURORIENTAL CON 36,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AUTOPISTA SURORIENTAL CON 36, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6025,2010,64.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA ELENA,AUTOPISTA SURORIENTAL CON CALLE 15,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AUTOPISTA SURORIENTAL CON CALLE 15, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
7486,2010,57.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA MONICA POPULAR,AUTOPISTA SURORIENTAL CON CALLE 33,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AUTOPISTA SURORIENTAL CON CALLE 33, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13120,2013,22.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA MONICA POPULAR,AUTOPISTA SURORIENTAL CON CALLE 33C,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AUTOPISTA SURORIENTAL CON CALLE 33C, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14089,2013,32.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,ALFONSO LOPEZ 1 ETAPA,AUTOPISTA SURORIENTAL CON LÓPEZ,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,OTRO,"AUTOPISTA SURORIENTAL CON LÓPEZ, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2071,2008,21.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AUTOPISTA SURORIENTAL LA LUNA,URBANA,CONDUCTOR,BUSETA,ESCOLAR,CHOQUE CON OTRO VEHÍCULO,"AUTOPISTA SURORIENTAL LA LUNA, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12780,2013,35.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,LAS AMERICAS,AUTOPISTA VIEJA FRENTE GOODYEAR.,URBANA,CONDUCTOR,AUTOMÓVIL,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AUTOPISTA VIEJA FRENTE GOODYEAR., Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6872,2010,22.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AUTOPISTA YUMBO,URBANA,PEATON,SIN DATO,NO APLICA,ATROPELLO,"AUTOPISTA YUMBO, Cali, Valle del Cauca","Estación de Servicio Combuscol Autopista Cali - Yumbo, Carrera 37, Brisas de Los Alamos, Comuna 2, Perímetro Urbano Santiago de Cali, Yumbo, Sur, Valle del Cauca, 760002, Colombia","(3.4933995500000004, -76.50871874102697, 0.0)",3.4933995500000004,-76.50871874102697,0.0
9215,2011,75.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,EL RODEO,AUTOPITA SUR ORIENTAL,URBANA,PASAJERO,AUTOMÓVIL (INCLUYE TAXIS),PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AUTOPITA SUR ORIENTAL, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1579,2007,49.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,EL PRADO,AUTOSPISTA SUR CON C 32,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AUTOSPISTA SUR CON C 32, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12402,2012,22.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA MONICA,AUTPISTA SO  CON TRANSV  29,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AUTPISTA SO  CON TRANSV  29, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14206,2013,25.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,JUNIN,AUTPISTA SURORIENTAL CON 15,URBANA,PEATÓN,NO APLICA,NO APLICA,ATROPELLO,"AUTPISTA SURORIENTAL CON 15, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13727,2013,45.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV  1N CON CLS  13N Y 14N,URBANA,PASAJERO,BUSETA,PÚBLICO,CAÍDA DEL OCUPANTE,"AV  1N CON CLS  13N Y 14N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3231,2008,54.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,CENTENARIO,AV  2  NORTE NRO 8 N 71,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV  2  NORTE NRO 8 N 71, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6244,2010,37.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV  2 F NRO 24 106,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV  2 F NRO 24 106, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14122,2013,36.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,LOS ALAMOS,AV  2AN CON CL  73 BN,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE ,"AV  2AN CON CL  73 BN, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
8338,2011,21.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,CENTENARIO,AV  2N CON CALLE 18,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV  2N CON CALLE 18, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11836,2012,7.0,MASCULINO,COLOMBIA ,NO APLICA ,VALLE DEL CAUCA,SANTIAGO DE CALI,VIPASA,AV  3 N CON CALLE 44N,URBANA,PASAJERO,AUTOMOVIL ,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV  3 N CON CALLE 44N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
5113,2009,6.0,MASCULINO,COLOMBIA ,SIN INFORMACION,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV  4 OESTE  CALLE 24 OESTE,URBANA,PASAJERO,AUTOMÓVIL (INCLUYE TAXIS),PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV  4 OESTE  CALLE 24 OESTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1201,2007,25.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV  8 OESTE CLL 31A - 94,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV  8 OESTE CLL 31A - 94, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3794,2008,47.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV  9 AN  CALLE 15 N,URBANA,PEATON,,,ATROPELLO,"AV  9 AN  CALLE 15 N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14200,2013,37.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV  DE LOS CERROS,URBANA,PASAJERO,AUTOMÓVIL,PARTICULAR,CHOQUE ,"AV  DE LOS CERROS, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3898,2008,25.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN,AV 1,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 1, Cali, Valle del Cauca","Cali, Sur, Valle del Cauca, Colombia","(3.4517923, -76.5324943, 0.0)",3.4517923,-76.5324943,0.0
11688,2012,20.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,ALTOS DE NORMANDIA,AV 1  CON CALLE 1,URBANA,CICLISTA ,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 1  CON CALLE 1, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3433,2008,27.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 1 CON CLLE 7 OE,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 1 CON CLLE 7 OE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
9267,2011,66.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,CENTENARIO,AV 1 ENTRE 6 Y 7,URBANA,PASAJERO,BUSETA,PÚBLICO,CHOQUE CON OBJETO FIJO O EN MO,"AV 1 ENTRE 6 Y 7, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3031,2008,26.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,CENTENARIO,AV 1 N  NO 4N-55,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 1 N  NO 4N-55, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11997,2012,17.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 1 N 3N-71,URBANA,PASAJERO,AUTOMOVIL ,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 1 N 3N-71, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
9946,2011,28.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 1 N C 8,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CAÍDA DEL OCUPANTE,"AV 1 N C 8, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
8568,2011,39.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,CENTENARIO,AV 1 NORTE CALLE 6 Y 7,URBANA,PASAJERO,BUSETA,PÚBLICO,VOLCAMIENTO,"AV 1 NORTE CALLE 6 Y 7, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1565,2007,28.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 1 NORTE CALLE 8,URBANA,PEATON,SI,SI,ATROPELLO,"AV 1 NORTE CALLE 8, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10329,2012,41.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 1 NORTE ENTRE CALLES 6 Y 7 NORTE,URBANA,PASAJERO,CAMIONETA ,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 1 NORTE ENTRE CALLES 6 Y 7 NORTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6182,2010,24.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 1 OESTE CALLE 3 OESTE,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 1 OESTE CALLE 3 OESTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4636,2009,37.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,EL PEÑON,AV 1 V NRO 5 N 55,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 1 V NRO 5 N 55, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
702,2007,21.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA MONICA,AV 10 CON 22 N,URBANA,CONDUCTOR,MOTO O MOTO CARRO,OFICIAL,CHOQUE CON OTRO VEHÍCULO,"AV 10 CON 22 N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2100,2008,29.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SAN MARC,AV 103,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 103, Cali, Valle del Cauca","Calle 73, San Luis II, Comuna 6, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760006, Colombia","(3.4910709, -76.4888183, 0.0)",3.4910709,-76.4888183,0.0
4904,2009,30.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,ALIRIO MORA BELTRAN,AV 103  NRO 73 27,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 103  NRO 73 27, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2365,2008,37.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,MARROQUIN,AV 103 CON TRANS  P7,URBANA,PASAJERO,BUS,PÚBLICO,CAÍDA DEL OCUPANTE,"AV 103 CON TRANS  P7, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
9058,2011,10.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 10A NOTE NRO 14 N 85,URBANA,PEATÓN,SIN INFORMACIÓN,SIN INFORMACIÓN,ATROPELLO,"AV 10A NOTE NRO 14 N 85, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11365,2012,56.0,MASCULINO,COLOMBIA ,VIUDO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,MONTEBELLO,AV 12 OESTE  39-05,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 12 OESTE  39-05, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11275,2012,11.0,MASCULINO,COLOMBIA ,SIN INFORMACION,VALLE DEL CAUCA,SANTIAGO DE CALI,AGUACATAL,AV 12 OESTE  7-11,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 12 OESTE  7-11, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11367,2012,45.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,MONTEBELLO,AV 12 OESTE 39-05,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 12 OESTE 39-05, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12429,2013,62.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,MONTEBELLO,AV 15 CALLE 18,URBANA,PASAJERO,BUSETA,PÚBLICO,CAÍDA DEL OCUPANTE,"AV 15 CALLE 18, Cali, Valle del Cauca","Calle 18, Parcelaciones Pance, Comuna 22, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 720001, Colombia","(3.3411552, -76.5310459, 0.0)",3.3411552,-76.5310459,0.0
7336,2010,31.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,AGUACATAL,AV 15 OESTE 9 A 2 40,URBANA,CONDUCTOR,AUTOMÓVIL (INCLUYE TAXIS),PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 15 OESTE 9 A 2 40, Cali, Valle del Cauca","Avenida 15 Oeste, El Aguacatal, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760045, Colombia","(3.4596151, -76.551007, 0.0)",3.4596151,-76.551007,0.0
9552,2011,23.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,ALTO AGUACATAL,AV 15 OESTE NRO 4 235,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 15 OESTE NRO 4 235, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1619,2007,45.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,AGUACATAL,AV 15 OESTE NRO 9 231,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 15 OESTE NRO 9 231, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10221,2011,51.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,AGUACATAL,AV 15 OSEST NRO 17 80,URBANA,PASAJERO,CAMPERO,PÚBLICO,CHOQUE CON OTRO VEHÍCULO,"AV 15 OSEST NRO 17 80, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1717,2007,35.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 18 N K 4,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 18 N K 4, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
8783,2011,22.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,PEÑON,AV 1N   CONCALLE 6N,URBANA,PASAJERO,BUS,PÚBLICO,CHOQUE CON OBJETO FIJO O EN MO,"AV 1N   CONCALLE 6N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13429,2013,58.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV 1N CON CL 8 N Y 10 N,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 1N CON CL 8 N Y 10 N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10330,2012,49.0,FEMENINO,COLOMBIA ,SEPARADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,CENTRO,AV 1N ENTRE CALLES 6 Y 7,URBANA,PASAJERO,AUTOMOVIL ,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 1N ENTRE CALLES 6 Y 7, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11624,2012,26.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV 2,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 2, Cali, Valle del Cauca","Cali, Sur, Valle del Cauca, Colombia","(3.4517923, -76.5324943, 0.0)",3.4517923,-76.5324943,0.0
8588,2011,49.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,PORVENIR,AV 2  ENTRE CALLE  23 D  Y CALLE 25,URBANA,PASAJERO,BUS,PARTICULAR,CAÍDA DEL OCUPANTE,"AV 2  ENTRE CALLE  23 D  Y CALLE 25, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13440,2013,23.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,CENTENARIO,AV 2 #4N 51,URBANA,CONDUCTOR,MOTOCICLETA,PÚBLICO,CHOQUE CON OTRO VEHÍCULO,"AV 2 #4N 51, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6483,2010,29.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,PRADOS DEL NORTE,AV 2 A N C 35 A NORTE,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 2 A N C 35 A NORTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13203,2013,39.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,PRADOS DEL NORTE,AV 2 B CON CL 25,URBANA,PEATÓN,NO APLICA,NO APLICA,ATROPELLO,"AV 2 B CON CL 25, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11786,2012,17.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,BRISAS DE LOS ALAMOS,AV 2 B1 CALLE 74 N,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 2 B1 CALLE 74 N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10164,2011,33.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 2 BIS CALLE 24 N,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 2 BIS CALLE 24 N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10043,2011,32.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,SAN VICENTE,AV 2 BIS CALLE 26 NORTE,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 2 BIS CALLE 26 NORTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
