ID,AÑO,MES,DIA MES,DIA SEMANA,EDAD,SEXO,ESTADO CIVIL,CIUDAD,PAIS,HORA,MUNICIPIOH,DEPARTAMENTOHECHO,BARRIOHECHO,DIRECCION ,ÁREA HECHO,CONDICION VICTIMA,VEHICULO1,SERVICIO,CLASE ACCIDENTE,Dir_Concatenada,localizacion,punto,lat,long,alt
1468,2013,9,29,1,75,M,SIN INFORMACION,CALI,COLOMBIA,16.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 25NRO  8-24,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 25NRO  8-24, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
304,2007,6,3,1,46,M,CASADO (A),CALI,COLOMBIA,3.0,SANTIAGO DE CALI,VALLE DEL CAUCA,BENJAMIN HERRERA,CALLE 26  CARRERA 11 G,Urbano,PEATON,,,ATROPELLO,"CALLE 26  CARRERA 11 G, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1304,2013,2,8,6,18,M,SIN INFORMACION,CALI,COLOMBIA,18.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 26  NRO 13B- 51,Urbano,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"CALLE 26  NRO 13B- 51, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
858,2009,12,14,2,80,M,CASADO (A),CALI,COLOMBIA,16.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,CALLE 26 B CRA 28,Urbano,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 26 B CRA 28, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1533,2013,12,15,1,50,M,SOLTERO (A),CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN INFORMACIÓN,CALLE 26 CALLE 42A,Urbano,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"CALLE 26 CALLE 42A, Cali, Valle del Cauca","Calle 26, Villa del Sur, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760024, Colombia","(3.4129753, -76.5213848, 0.0)",3.4129753,-76.5213848,0.0
212,2008,9,7,1,84,F,SIN INFORMACION,CALI,COLOMBIA,19.0,SANTIAGO DE CALI,VALLE DEL CAUCA,LA INDEPENDENCIA,CALLE 26 CARRERA 40B,Urbano,PEATON,,,ATROPELLO,"CALLE 26 CARRERA 40B, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1326,2013,3,17,1,64,M,SIN INFORMACION,CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 26 CARRERA10,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 26 CARRERA10, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1472,2013,10,11,6,22,M,UNION LIBRE,CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 26 CON CARRERA 8,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"CALLE 26 CON CARRERA 8, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1397,2013,6,30,1,50,M,SIN INFORMACION,CALI,COLOMBIA,3.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN INFORMACIÓN,CALLE 26 CON CRA 7,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 26 CON CRA 7, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1695,2010,8,6,6,35,F,CASADO (A),CALI,COLOMBIA,7.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 26 CRA 17D,Urbano,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 26 CRA 17D, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
484,2008,9,7,1,52,F,SIN INFORMACION,CALI,COLOMBIA,21.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,CALLE 26 CRA 40 B,Urbano,CONDUCTOR,OTRO,,SIN INFORMACION,"CALLE 26 CRA 40 B, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1180,2011,7,26,3,74,F,UNION LIBRE,CALI,COLOMBIA,13.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 26 ENTRE CRA 15 Y 16,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 26 ENTRE CRA 15 Y 16, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
174,2010,6,26,7,31,M,UNION LIBRE,CALI,COLOMBIA,4.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 26B 36-32,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OBJETO FIJO O EN MOVIMIENTO,"CALLE 26B 36-32, Cali, Valle del Cauca","Calle 26B, El Prado, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760020, Colombia","(3.4347508, -76.5169115, 0.0)",3.4347508,-76.5169115,0.0
138,2009,4,3,6,27,M,SOLTERO (A),CALI,COLOMBIA,16.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,CALLE 26B CRA 30,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 26B CRA 30, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1942,2012,10,20,7,24,M,SOLTERO (A),CALI,COLOMBIA,23.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 27 # 25A-16,Urbano,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 27 # 25A-16, Cali, Valle del Cauca","Calle 27, El Jardín, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760024, Colombia","(3.4247515, -76.5170429, 0.0)",3.4247515,-76.5170429,0.0
495,2008,4,14,2,30,M,SIN INFORMACION,CALI,COLOMBIA,23.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SANTA ELENA,CALLE 27 CARRERA 23B19,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OBJETO FIJO O EN MOVIMIENTO,"CALLE 27 CARRERA 23B19, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
959,2010,6,5,7,57,M,CASADO (A),CALI,COLOMBIA,20.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 27 CARRERA 37,Urbano,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 27 CARRERA 37, Cali, Valle del Cauca","Parada MIO - Calle 27 entre Carrera 39 y 37, Calle 27, El Jardín, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760024, Colombia","(3.4198733, -76.5172382, 0.0)",3.4198733,-76.5172382,0.0
1400,2013,7,3,4,81,M,CASADO (A),CALI,COLOMBIA,17.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 27 CON CRA 32,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 27 CON CRA 32, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
672,2009,1,25,1,4,M,SOLTERO (A),CALI,COLOMBIA,19.0,SANTIAGO DE CALI,VALLE DEL CAUCA,VILLA DEL SUR,CALLE 27 CON KRA 45 A,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"CALLE 27 CON KRA 45 A, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
431,2007,12,24,2,80,M,SIN INFORMACION,CALI,COLOMBIA,14.0,SANTIAGO DE CALI,VALLE DEL CAUCA,JARDIN,CALLE 27 CRA 33,Urbano,PEATON,,,ATROPELLO,"CALLE 27 CRA 33, Cali, Valle del Cauca","Calle 27, El Jardín, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760024, Colombia","(3.4247515, -76.5170429, 0.0)",3.4247515,-76.5170429,0.0
421,2007,12,15,7,40,M,SIN INFORMACION,CALI,COLOMBIA,9.0,SANTIAGO DE CALI,VALLE DEL CAUCA,JARDIN,CALLE 27 CRA 37,Urbano,CONDUCTOR,CAMION FURGON,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 27 CRA 37, Cali, Valle del Cauca","Parada MIO - Calle 27 entre Carrera 39 y 37, Calle 27, El Jardín, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760024, Colombia","(3.4198733, -76.5172382, 0.0)",3.4198733,-76.5172382,0.0
1589,2009,5,18,2,70,M,SOLTERO (A),CALI,COLOMBIA,15.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,CALLE 27 CRA 37A-39,Urbano,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 27 CRA 37A-39, Cali, Valle del Cauca","Parada MIO - Calle 27 entre Carrera 37A y 39, Calle 27, El Jardín, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760024, Colombia","(3.4197957, -76.5174501, 0.0)",3.4197957,-76.5174501,0.0
736,2009,5,12,3,32,F,SIN INFORMACION,CALI,COLOMBIA,16.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,CALLE 27 NRO 42A-28,Urbano,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 27 NRO 42A-28, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
325,2007,7,11,4,16,M,UNION LIBRE,CALI,COLOMBIA,19.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SAN VICENTE,CALLE 28  FRENTE AL NRO 2BN-34,Urbano,PEATON,,,ATROPELLO,"CALLE 28  FRENTE AL NRO 2BN-34, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
559,2008,8,3,1,47,M,SIN INFORMACION,CALI,COLOMBIA,12.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,CALLE 29 CRA 28,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,SIN INFORMACION,"CALLE 29 CRA 28, Cali, Valle del Cauca","Calle 29, La Fortaleza, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760020, Colombia","(3.4256419, -76.5154355, 0.0)",3.4256419,-76.5154355,0.0
1224,2011,7,30,7,88,M,CASADO (A),CALI,COLOMBIA,17.0,SANTIAGO DE CALI,VALLE DEL CAUCA,EL POBLADO,CALLE 29 FRENTE AL 48-10,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 29 FRENTE AL 48-10, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1176,2011,3,1,3,73,M,UNION LIBRE,CALI,COLOMBIA,12.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 3 CARR 55,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"CALLE 3 CARR 55, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
132,2009,1,22,5,32,M,CASADO (A),CALI,COLOMBIA,8.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,CALLE 3 CON CRA 63A,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 3 CON CRA 63A, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1572,2009,1,22,5,18,M,SIN INFORMACION,CALI,COLOMBIA,8.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN DATO,CALLE 3 CRA 63A,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 3 CRA 63A, Cali, Valle del Cauca","Calle 3 entre Carrera 64 y 63A, Calle 3, El Refugio, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760035, Colombia","(3.4011889, -76.5497709, 0.0)",3.4011889,-76.5497709,0.0
369,2007,9,29,7,26,M,SIN INFORMACION,CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,CORTIJO,CALLE 3 OESTE CON DIAG. 50,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 3 OESTE CON DIAG. 50, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1849,2012,5,30,4,68,M,CASADO (A),CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,BENJAMIN HERRERA,CALLE 30 CON CARRERA 11,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 30 CON CARRERA 11, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
606,2008,10,19,1,53,M,UNION LIBRE,CALI,COLOMBIA,22.0,SANTIAGO DE CALI,VALLE DEL CAUCA,PALMIRA,CALLE 30 CON CARRERA 16 DE PALMIRA,Urbano,PEATON,,,ATROPELLO,"CALLE 30 CON CARRERA 16 DE PALMIRA, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1170,2011,12,11,1,76,F,VIUDO (A),CALI,COLOMBIA,11.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 32 CON CRA 27B,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 32 CON CRA 27B, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1659,2009,12,13,1,47,M,SIN INFORMACION,CALI,COLOMBIA,4.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,CALLE 32 NRO 33A-12,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 32 NRO 33A-12, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
997,2010,8,14,7,45,M,UNION LIBRE,CALI,COLOMBIA,9.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 33 CON CARRERA 11F,Urbano,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 33 CON CARRERA 11F, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1628,2009,9,19,7,19,M,UNION LIBRE,CALI,COLOMBIA,16.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN DATO,CALLE 33 CON CRA 2C,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 33 CON CRA 2C, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1420,2013,8,2,6,71,F,SIN INFORMACION,CALI,COLOMBIA,23.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 33A  CON CRA 17,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 33A  CON CRA 17, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
844,2009,11,28,7,84,M,SIN INFORMACION,CALI,COLOMBIA,16.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,CALLE 33A CON CRA  17F,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"CALLE 33A CON CRA  17F, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1854,2012,6,7,5,53,M,UNION LIBRE,CALI,COLOMBIA,19.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 33A CON CRA 11G,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 33A CON CRA 11G, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
632,2008,11,29,7,52,M,SIN INFORMACION,CALI,COLOMBIA,21.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,CALLE 33A NRO 17A-06,Urbano,PEATON,,,ATROPELLO,"CALLE 33A NRO 17A-06, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1198,2011,1,3,2,91,M,CASADO (A),CALI,COLOMBIA,14.0,SANTIAGO DE CALI,VALLE DEL CAUCA,EL TRONCAL,CALLE 33B 11B-38,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 33B 11B-38, Cali, Valle del Cauca","Calle 33B, Alfonso Barbarena A., Comuna 12, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760020, Colombia","(3.4344687, -76.5110531, 0.0)",3.4344687,-76.5110531,0.0
1985,2012,12,17,2,53,M,CASADO (A),CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,CALLE 33C ENTRE CRA 25 Y 25 BIS,Urbano,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OBJETO FIJO O EN MOVIMIENTO,"CALLE 33C ENTRE CRA 25 Y 25 BIS, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1756,2012,9,21,6,20,M,UNION LIBRE,CALI,COLOMBIA,23.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN DATO,CALLE 33F CRA 25,Urbano,CONDUCTOR,CAMIONETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 33F CRA 25, Cali, Valle del Cauca","Calle 33F, El Rodeo, Comuna 12, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760020, Colombia","(3.4370619, -76.5082352, 0.0)",3.4370619,-76.5082352,0.0
1192,2011,7,23,7,76,M,SEPARADO (A),CALI,COLOMBIA,14.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SANTA MONICA,CALLE 33F NRO 17C-23,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 33F NRO 17C-23, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1462,2013,9,22,1,20,M,SOLTERO (A),CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,PANCE,CALLE 34  KRA 165 Y 168,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OBJETO FIJO O EN MOVIMIENTO,"CALLE 34  KRA 165 Y 168, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
247,2007,3,6,3,30,F,UNION LIBRE,CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SANTA FE,CALLE 34 B NO. 29 A 34,Urbano,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,VOLCAMIENTO,"CALLE 34 B NO. 29 A 34, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1716,2011,2,19,7,62,M,SOLTERO (A),CALI,COLOMBIA,11.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 34 CON CRA 4,Urbano,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"CALLE 34 CON CRA 4, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
944,2010,5,10,2,69,M,SIN INFORMACION,CALI,COLOMBIA,10.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,CALLE 34 CON CRAS 6 Y 7,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"CALLE 34 CON CRAS 6 Y 7, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1877,2012,7,9,2,22,M,SIN INFORMACION,CALI,COLOMBIA,6.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN DATO,CALLE 34 CRA 2C,Urbano,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 34 CRA 2C, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1475,2013,10,14,2,32,M,UNION LIBRE,CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,EL PORVENIR,CALLE 34 CRA 6,Urbano,SIN INFORMACIÓN,NS/NR - SIN INFORMACIÓN,SIN INFORMACIÓN,NS/NR - SIN INFORMACIÓN,"CALLE 34 CRA 6, Cali, Valle del Cauca","Calle 34, Ciudadela Comfandi, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760001, Colombia","(3.3861094, -76.5220162, 0.0)",3.3861094,-76.5220162,0.0
263,2007,4,7,7,48,M,SOLTERO (A),CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SANTANDER,CALLE 34 ENTRE 4 Y 5,Urbano,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,ATROPELLO,"CALLE 34 ENTRE 4 Y 5, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1586,2009,5,5,3,34,F,SEPARADO (A),CALI,COLOMBIA,7.0,SANTIAGO DE CALI,VALLE DEL CAUCA,BUENO MADRID,CALLE 34 ENTRE CRA 5N Y CRA  6N,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"CALLE 34 ENTRE CRA 5N Y CRA  6N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
288,2007,5,16,4,71,F,UNION LIBRE,CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,(NO DIGITADO),CALLE 34 NO. 29 A 34,Urbano,PEATON,,,ATROPELLO,"CALLE 34 NO. 29 A 34, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2064,2008,1,3,5,23,M,SOLTERO (A),CALI,COLOMBIA,9.0,SANTIAGO DE CALI,VALLE DEL CAUCA,PRADOS DEL NORTE,CALLE 35 NORTE CON AVD 2 B,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"CALLE 35 NORTE CON AVD 2 B, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1226,2011,7,14,5,82,F,CASADO (A),CALI,COLOMBIA,18.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 35 NRO 19-30,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 35 NRO 19-30, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
319,2007,7,5,5,71,M,UNION LIBRE,CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,CASCAJAL,CALLE 36  CARRERA 146,Urbano,PEATON,,,ATROPELLO,"CALLE 36  CARRERA 146, Cali, Valle del Cauca","Parada MIO - Calle 36 entre Carrera 146 y 148 Estación de Servicio Biomax, Calle 36, Pance, Cali, Sur, Valle del Cauca, 720001, Colombia","(3.3142493, -76.5229425, 0.0)",3.3142493,-76.5229425,0.0
1455,2013,9,9,2,27,M,UNION LIBRE,CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN INFORMACIÓN,CALLE 36  CON CRA 34,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"CALLE 36  CON CRA 34, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1445,2013,9,1,1,50,M,SIN INFORMACION,CALI,COLOMBIA,6.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN INFORMACIÓN,CALLE 36  CON CRA 39,Urbano,CONDUCTOR,MOTO O MOTO CARRO,SIN INFORMACIÓN,CHOQUE CON OTRO VEHÍCULO,"CALLE 36  CON CRA 39, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1199,2011,8,24,4,61,F,VIUDO (A),CALI,COLOMBIA,14.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 36  CON CRA 41  Y 42,Urbano,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"CALLE 36  CON CRA 41  Y 42, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1581,2009,4,22,4,62,M,CASADO (A),CALI,COLOMBIA,18.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN DATO,CALLE 36  FRENTE AL 42B-133,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"CALLE 36  FRENTE AL 42B-133, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1482,2013,10,24,5,86,M,UNION LIBRE,CALI,COLOMBIA,19.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 36  NRO 23B-84,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 36  NRO 23B-84, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1859,2012,6,16,7,56,M,SIN INFORMACION,CALI,COLOMBIA,15.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,CALLE 36 # 42B-41,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"CALLE 36 # 42B-41, Cali, Valle del Cauca","Calle 36, Ciudadela Comfandi, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760026, Colombia","(3.3867384, -76.5212439, 0.0)",3.3867384,-76.5212439,0.0
983,2010,7,23,6,80,M,SIN INFORMACION,CALI,COLOMBIA,21.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN DATO,CALLE 36 CARRERA 33 - 33A,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"CALLE 36 CARRERA 33 - 33A, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
