ID,AÑO,MES,DIA MES,DIA SEMANA,EDAD,SEXO,ESTADO CIVIL,CIUDAD,PAIS,HORA,MUNICIPIOH,DEPARTAMENTOHECHO,BARRIOHECHO,DIRECCION ,ÁREA HECHO,CONDICION VICTIMA,VEHICULO1,SERVICIO,CLASE ACCIDENTE,Dir_Concatenada,localizacion,punto,lat,long,alt
276,2007,4,26,5,NS,F,CASADO (A),CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN DATO, C 23  K 16,Urbano,PEATON,,,ATROPELLO," C 23  K 16, Cali, Valle del Cauca","Calle 23, Pance, Cali, Sur, Valle del Cauca, 720001, Colombia","(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
658,2009,1,1,5,40,M,UNION LIBRE,CALI,COLOMBIA,21.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN DATO, CRA 32 N° D 30 A 52,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO," CRA 32 N° D 30 A 52, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
478,2008,3,24,2,62,M,SIN INFORMACION,CALI,COLOMBIA,10.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,1A934,Urbano,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"1A934, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
702,2009,3,14,7,32,M,CASADO (A),CALI,COLOMBIA,,SANTIAGO DE CALI,VALLE DEL CAUCA,MOJICA I,7G  CON CRA 28 E G,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,SIN INFORMACION,"7G  CON CRA 28 E G, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1794,2012,1,29,1,32,M,SOLTERO (A),CALI,COLOMBIA,4.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN DATO,ALLE 70 ENTRE KRA 1 Y 1A 6,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"ALLE 70 ENTRE KRA 1 Y 1A 6, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1496,2013,11,5,3,21,F,UNION LIBRE,CALI,COLOMBIA,17.0,SANTIAGO DE CALI,VALLE DEL CAUCA,VERSALLES,ANTIGUO SEGUROSOCIAL,Urbano,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"ANTIGUO SEGUROSOCIAL, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1269,2011,9,4,1,41,M,SIN INFORMACION,CALI,COLOMBIA,22.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AUTOPISTA SIMON BOLIVAR,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OBJETO FIJO O EN MOVIMIENTO,"AUTOPISTA SIMON BOLIVAR, Cali, Valle del Cauca","Calle 70, Alfonso López I, Comuna 7, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760006, Colombia","(3.4645726, -76.4838255, 0.0)",3.4645726,-76.4838255,0.0
1742,2012,4,19,5,51,M,CASADO (A),CALI,COLOMBIA,7.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AUTOPISTA SIMON BOLIVAR -CRAS 48 Y 50,Urbano,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AUTOPISTA SIMON BOLIVAR -CRAS 48 Y 50, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
241,2007,3,1,5,45,M,CASADO (A),CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,NUEVA FLORESTA,AUTOPISTA SUR CON 44,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,VOLCAMIENTO,"AUTOPISTA SUR CON 44, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1726,2011,8,22,2,34,M,UNION LIBRE,CALI,COLOMBIA,18.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SANTA MONICA,AUTOPISTA SUR ORIENTAL FRENTE AL NRO 33-33,Urbano,PASAJERO,BICICLETA,PARTICULAR,ATROPELLO,"AUTOPISTA SUR ORIENTAL FRENTE AL NRO 33-33, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1733,2012,1,25,4,84,M,CASADO (A),CALI,COLOMBIA,12.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AV  2N CON CALLE  12N,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"AV  2N CON CALLE  12N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1348,2013,4,16,3,22,M,SIN INFORMACION,CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,PRADOS DEL NORTE,AV  2N CON CALLE 31,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"AV  2N CON CALLE 31, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2039,2012,10,23,3,60,M,SIN INFORMACION,CALI,COLOMBIA,22.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AV  6N ENTRE CALLES  16N   Y   17 N,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"AV  6N ENTRE CALLES  16N   Y   17 N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1527,2013,12,7,7,63,M,UNION LIBRE,CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AV  COLOMBIA CON CALLE,Urbano,SIN INFORMACIÓN,NS/NR - SIN INFORMACIÓN,SIN INFORMACIÓN,NS/NR - SIN INFORMACIÓN,"AV  COLOMBIA CON CALLE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
36,2012,7,6,6,75,F,CASADO (A),CALI,COLOMBIA,7.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 15 OESTE CIB CL 9A,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"AV 15 OESTE CIB CL 9A, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1346,2013,4,14,1,33,M,SIN INFORMACION,CALI,COLOMBIA,21.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AV 2 CON CALLE 75,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"AV 2 CON CALLE 75, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
572,2008,8,27,4,27,M,SIN INFORMACION,CALI,COLOMBIA,19.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SAN VICENTE,AV 2 N FENTE AL 28N-47,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 2 N FENTE AL 28N-47, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
912,2010,3,30,3,33,M,SIN INFORMACION,CALI,COLOMBIA,22.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SD,AV 2 N N° 25-N 107,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"AV 2 N N° 25-N 107, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
655,2008,12,30,3,24,M,SIN INFORMACION,CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN DATO,AV 2 NORTE  22N 29,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OBJETO FIJO O EN MOVIMIENTO,"AV 2 NORTE  22N 29, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1313,2013,3,1,6,63,F,SEPARADO (A),CALI,COLOMBIA,18.0,SANTIAGO DE CALI,VALLE DEL CAUCA,CLINICA REMEDIOS,AV 2 NORTE CALLE 25,Urbano,CONDUCTOR,AUTOMÓVIL,PARTICULAR,NS/NR - SIN INFORMACIÓN,"AV 2 NORTE CALLE 25, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1531,2013,12,12,5,54,F,UNION LIBRE,CALI,COLOMBIA,15.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AV 2 NORTE CON CALLE 13 NORTE,Urbano,SIN INFORMACIÓN,NS/NR - SIN INFORMACIÓN,SIN INFORMACIÓN,NS/NR - SIN INFORMACIÓN,"AV 2 NORTE CON CALLE 13 NORTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1265,2011,3,16,4,31,M,UNION LIBRE,CALI,COLOMBIA,22.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AV 2AN ENTRE CALLES 61N Y 61AN FRENTE AL NRO 2AN-07,Urbano,CONDUCTOR,MICROBÚS,SERVICIO PÚBLICO,VOLCAMIENTO,"AV 2AN ENTRE CALLES 61N Y 61AN FRENTE AL NRO 2AN-07, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2063,2007,12,31,2,35,M,SIN INFORMACION,CALI,COLOMBIA,21.0,SANTIAGO DE CALI,VALLE DEL CAUCA,VERSALLES,AV 2B C 30,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 2B C 30, Cali, Valle del Cauca","Avenida 2B Norte, Ciudad Los Alamos, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 750004, Colombia","(3.4832731, -76.508106, 0.0)",3.4832731,-76.508106,0.0
1207,2011,7,14,5,55,M,CASADO (A),CALI,COLOMBIA,15.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AV 2B CON CALLE  35,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 2B CON CALLE  35, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
815,2009,9,21,2,25,M,CASADO (A),CALI,COLOMBIA,16.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 2B1N CALLE 72,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 2B1N CALLE 72, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1714,2011,7,14,5,68,M,UNION LIBRE,CALI,COLOMBIA,10.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AV 2N  21N-65,Urbano,PASAJERO,BUSETA,SERVICIO PÚBLICO,CAIDA DEL OCUPANTE,"AV 2N  21N-65, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1637,2009,10,29,5,66,M,SOLTERO (A),CALI,COLOMBIA,8.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN DATO,AV 3 BIS NORTE  #23CN-81,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"AV 3 BIS NORTE  #23CN-81, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
26,2011,9,17,7,29,F,SOLTERO (A),CALI,COLOMBIA,4.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ALAMOS,AV 3 NORTE CALLE 70,Urbano,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,VOLCAMIENTO,"AV 3 NORTE CALLE 70, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1340,2013,4,8,2,66,F,SIN INFORMACION,CALI,COLOMBIA,14.0,SANTIAGO DE CALI,VALLE DEL CAUCA,URIBE URIBE,AV 3N  2BN-17,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"AV 3N  2BN-17, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
121,2008,11,7,6,18,M,SOLTERO (A),CALI,COLOMBIA,11.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 3N 44-100,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 3N 44-100, Cali, Valle del Cauca","Parada MIO - Calle 70N entre Avenida 2BisN y 3N, Calle 70 Norte, Ciudad Los Alamos, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760002, Colombia","(3.4901539, -76.5088154, 0.0)",3.4901539,-76.5088154,0.0
856,2009,12,13,1,29,F,UNION LIBRE,CALI,COLOMBIA,4.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 3N CALLE 23N,Urbano,PASAJERO,MOTO O MOTO CARRO,SIN INFORMACION,CHOQUE CON OBJETO FIJO O EN MOVIMIENTO,"AV 3N CALLE 23N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
857,2009,12,13,1,29,M,UNION LIBRE,CALI,COLOMBIA,4.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 3N CALLE 23N,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OBJETO FIJO O EN MOVIMIENTO,"AV 3N CALLE 23N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1986,2012,12,18,3,65,F,CASADO (A),CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,PRADOS DEL NORTE,AV 3N CALLE 40,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"AV 3N CALLE 40, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1087,2011,11,21,2,78,M,VIUDO (A),CALI,COLOMBIA,,SANTIAGO DE CALI,VALLE DEL CAUCA,LA MERCED,AV 3N CALLE 52,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"AV 3N CALLE 52, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
595,2008,9,27,7,61,F,SIN INFORMACION,CALI,COLOMBIA,15.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 3N CALLES 57Y 58,Urbano,PEATON,,,ATROPELLO,"AV 3N CALLES 57Y 58, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1349,2013,4,17,4,53,M,UNION LIBRE,CALI,COLOMBIA,9.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AV 3N CON CALLE 25N,Urbano,CONDUCTOR,MOTO O MOTO CARRO,SIN INFORMACIÓN,CHOQUE CON OTRO VEHÍCULO,"AV 3N CON CALLE 25N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
30,2012,3,10,7,31,F,UNION LIBRE,CALI,COLOMBIA,11.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AV 3N CON CL 40,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"AV 3N CON CL 40, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
909,2010,3,20,7,35,M,SIN INFORMACION,CALI,COLOMBIA,3.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 3N CON CL 56N,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,VOLCAMIENTO,"AV 3N CON CL 56N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
808,2009,9,11,6,49,M,UNION LIBRE,CALI,COLOMBIA,19.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SD,AV 3N ENTRE CLL 51 Y 52,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"AV 3N ENTRE CLL 51 Y 52, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1636,2009,10,28,4,38,M,CASADO (A),CALI,COLOMBIA,6.0,SANTIAGO DE CALI,VALLE DEL CAUCA,TERRON COLORADO,AV 4 BIS OESTE CALLE 14 OESTE,Urbano,PASAJERO,CAMPERO,SERVICIO PUBLICO,VOLCAMIENTO,"AV 4 BIS OESTE CALLE 14 OESTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
59,2007,7,9,2,35,M,CASADO (A),CALI,COLOMBIA,12.0,SANTIAGO DE CALI,VALLE DEL CAUCA,CENTENARIO,AV 4 NORTE  NO. 7 N 81 BARRIO CENTENARIO,Urbano,CONDUCTOR,AUTOMOVIL,PARTICULAR,NS/NR - SIN INFORMACION,"AV 4 NORTE  NO. 7 N 81 BARRIO CENTENARIO, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1153,2011,8,14,1,62,M,SOLTERO (A),CALI,COLOMBIA,9.0,SANTIAGO DE CALI,VALLE DEL CAUCA,CENTENARIO,AV 4 NORTE  NO. 7 N 81 BARRIO CENTENARIO,Urbano,PASAJERO,CAMPERO,SERVICIO PÚBLICO,CAIDA DEL OCUPANTE,"AV 4 NORTE  NO. 7 N 81 BARRIO CENTENARIO, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
234,2007,2,9,6,67,F,VIUDO (A),CALI,COLOMBIA,13.0,SANTIAGO DE CALI,VALLE DEL CAUCA,MONTEBELLO,AV 4 OESTE 10 35,Urbano,PEATON,,,ATROPELLO,"AV 4 OESTE 10 35, Cali, Valle del Cauca","Avenida 4 Oeste, Terrón Colorado, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760101, Colombia","(3.4507145, -76.5690519, 0.0)",3.4507145,-76.5690519,0.0
654,2008,12,30,3,34,M,SIN INFORMACION,CALI,COLOMBIA,19.0,SANTIAGO DE CALI,VALLE DEL CAUCA,VIA AL MAR,AV 4 OESTE CALLE 12,Urbano,PEATON,,,ATROPELLO,"AV 4 OESTE CALLE 12, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
701,2009,3,12,5,70,F,VIUDO (A),CALI,COLOMBIA,21.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 4 OESTE CALLE 22,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"AV 4 OESTE CALLE 22, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1818,2012,3,5,2,52,M,SOLTERO (A),CALI,COLOMBIA,9.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AV 4 OESTE NRO 6-140,Urbano,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 4 OESTE NRO 6-140, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1373,2013,5,17,6,88,M,SOLTERO (A),CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,,AV 5 OESTE  NRO 19A-42,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"AV 5 OESTE  NRO 19A-42, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
637,2008,12,14,1,33,M,SIN INFORMACION,CALI,COLOMBIA,20.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 5 OESTE NRO 32-31,Urbano,CONDUCTOR,MOTO O MOTO CARRO,,CHOQUE CON OTRO VEHICULO,"AV 5 OESTE NRO 32-31, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
360,2007,9,11,3,26,M,SIN INFORMACION,CALI,COLOMBIA,18.0,SANTIAGO DE CALI,VALLE DEL CAUCA,BRISAS DE LOS ALAMOS,AV 5AN  18-20,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OBJETO FIJO O EN MOVIMIENTO,"AV 5AN  18-20, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
167,2010,4,17,7,24,M,UNION LIBRE,CALI,COLOMBIA,6.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 5N CL 20,Urbano,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 5N CL 20, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
683,2009,2,12,5,21,M,SIN INFORMACION,CALI,COLOMBIA,15.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 6 BIS N CALLE 29,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,SIN INFORMACION,"AV 6 BIS N CALLE 29, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
273,2007,4,22,1,47,M,SOLTERO (A),CALI,COLOMBIA,17.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SANTA MONICA,AV 6 CALLE 36,Urbano,CONDUCTOR,MOTO TAXI,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 6 CALLE 36, Cali, Valle del Cauca","Calle 36, Ciudadela Comfandi, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760026, Colombia","(3.3867384, -76.5212439, 0.0)",3.3867384,-76.5212439,0.0
366,2007,9,25,3,43,M,SIN INFORMACION,CALI,COLOMBIA,14.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SIN DATO,AV 6 CON CALLE 25N,Urbano,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 6 CON CALLE 25N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1996,2012,12,29,7,57,M,SOLTERO (A),CALI,COLOMBIA,21.0,SANTIAGO DE CALI,VALLE DEL CAUCA,VERSALLES,AV 6 N NO. 23-85,Urbano,PEATÓN,NO APLICA,SIN INFORMACIÓN,ATROPELLO,"AV 6 N NO. 23-85, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
911,2010,3,28,1,28,M,UNION LIBRE,CALI,COLOMBIA,2.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 6 N NRO 27-28,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"AV 6 N NRO 27-28, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
235,2007,2,11,1,23,M,SOLTERO (A),CALI,COLOMBIA,4.0,SANTIAGO DE CALI,VALLE DEL CAUCA,VILLA DMAR,AV 6 OE # 28-24,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,ATROPELLO,"AV 6 OE # 28-24, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
286,2007,5,13,1,26,M,UNION LIBRE,CALI,COLOMBIA,23.0,SANTIAGO DE CALI,VALLE DEL CAUCA,TERRON COLORADO,AV 6 OESTE # 22-20,Urbano,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OBJETO FIJO O EN MOVIMIENTO,"AV 6 OESTE # 22-20, Cali, Valle del Cauca","Avenida 6 Oeste, Normandía, Comuna 2, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760045, Colombia","(3.45489, -76.54471, 0.0)",3.45489,-76.54471,0.0
1678,2010,2,19,6,24,M,SOLTERO (A),CALI,COLOMBIA,2.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 6 OESTE CALLE 17 Y 18,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"AV 6 OESTE CALLE 17 Y 18, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1116,2011,1,21,6,24,M,SOLTERO (A),CALI,COLOMBIA,4.0,SANTIAGO DE CALI,VALLE DEL CAUCA,LA FLORA,AV 6N CON CALLE 50N,Urbano,CONDUCTOR,CAMPERO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 6N CON CALLE 50N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
852,2009,12,10,5,36,M,SOLTERO (A),CALI,COLOMBIA,22.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 6N CON CALLES 64B Y 63N,Urbano,PEATON,NO APLICA,SIN INFORMACION,ATROPELLO,"AV 6N CON CALLES 64B Y 63N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
563,2008,8,7,5,87,M,SIN INFORMACION,CALI,COLOMBIA,15.0,SANTIAGO DE CALI,VALLE DEL CAUCA,TERRON COLORADO,AV 7 OESTE # 25 -119,Urbano,PEATON,,,ATROPELLO,"AV 7 OESTE # 25 -119, Cali, Valle del Cauca","Avenida 7 Oeste, Terrón Colorado, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760101, Colombia","(3.4548316, -76.5567442, 0.0)",3.4548316,-76.5567442,0.0
553,2008,7,24,5,21,M,SIN INFORMACION,CALI,COLOMBIA,15.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ND,AV 7N CALLES 36N Y 38N,Urbano,PEATON,,,ATROPELLO,"AV 7N CALLES 36N Y 38N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1931,2012,10,11,5,33,F,UNION LIBRE,CALI,COLOMBIA,8.0,SANTIAGO DE CALI,VALLE DEL CAUCA,SAN VICENTE,AV 8 N CALLE 17 AN,Urbano,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 8 N CALLE 17 AN, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
201,2008,3,27,5,42,M,CASADO (A),CALI,COLOMBIA,17.0,SANTIAGO DE CALI,VALLE DEL CAUCA,GRANADA,AV 8N CALLE 18N,Urbano,PEATON,,,ATROPELLO,"AV 8N CALLE 18N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3,2007,8,10,6,46,M,CASADO (A),CALI,COLOMBIA,0.0,SANTIAGO DE CALI,VALLE DEL CAUCA,ALTOS DE MENGA,AV 8N NUMERO 53 -68,Urbano,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 8N NUMERO 53 -68, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
